job_title,salary_usd,experience_level,employment_type,company_size,remote_ratio,education_required,years_experience,industry,posting_date,benefits_score,country,exp_label,exp_order,size_label,size_order,post_year,post_month,post_ym
Principal Data Scientist,87000.0,EN,CT,L,100,Associate,1,Finance,2024-07-31,6.9,AUSTRALIA,Entry (EN),1,Large (L),3,2024,7,2024-07
Deep Learning Engineer,204824.0,EX,CT,M,0,Bachelor,12,Media,2024-09-20,8.8,ISRAEL,Expert (EX),4,Medium (M),2,2024,9,2024-09
Principal Data Scientist,87194.0,MI,PT,S,0,Associate,2,Technology,2024-07-18,9.5,NORWAY,Mid (MI),2,Small (S),1,2024,7,2024-07
Autonomous Systems Engineer,232255.0,EX,CT,L,100,Associate,16,Automotive,2024-05-28,9.0,NORWAY,Expert (EX),4,Large (L),3,2024,5,2024-05
Data Engineer,101827.0,MI,FL,L,50,Master,4,Telecommunications,2024-10-05,7.7,SWEDEN,Mid (MI),2,Large (L),3,2024,10,2024-10
Head of AI,240245.0,EX,FL,L,100,PhD,16,Retail,2024-05-06,8.9,UNITED KINGDOM,Expert (EX),4,Large (L),3,2024,5,2024-05
Data Scientist,167576.0,SE,CT,L,50,Bachelor,9,Energy,2025-03-06,8.3,SWEDEN,Senior (SE),3,Large (L),3,2025,3,2025-03
AI Research Scientist,215103.0,EX,CT,M,0,Master,13,Finance,2024-05-31,8.7,CANADA,Expert (EX),4,Medium (M),2,2024,5,2024-05
Machine Learning Engineer,48369.0,EN,PT,S,0,PhD,1,Telecommunications,2024-06-05,6.2,AUSTRIA,Entry (EN),1,Small (S),1,2024,6,2024-06
Research Scientist,133879.0,SE,FT,S,100,Bachelor,9,Automotive,2024-09-25,5.1,SINGAPORE,Senior (SE),3,Small (S),1,2024,9,2024-09
Machine Learning Researcher,28565.0,EN,FT,L,100,Master,0,Healthcare,2025-02-23,5.4,CHINA,Entry (EN),1,Large (L),3,2025,2,2025-02
ML Ops Engineer,159550.0,MI,PT,L,50,PhD,3,Consulting,2024-01-17,9.1,DENMARK,Mid (MI),2,Large (L),3,2024,1,2024-01
ML Ops Engineer,78403.0,MI,FL,M,0,PhD,2,Automotive,2025-04-11,6.9,NETHERLANDS,Mid (MI),2,Medium (M),2,2025,4,2025-04
Head of AI,87867.0,EN,CT,L,50,Associate,0,Consulting,2025-04-26,9.2,SWEDEN,Entry (EN),1,Large (L),3,2025,4,2025-04
Machine Learning Engineer,116358.0,SE,CT,L,50,Bachelor,8,Telecommunications,2025-01-28,5.1,ISRAEL,Senior (SE),3,Large (L),3,2025,1,2025-01
ML Ops Engineer,198454.0,EX,PT,L,50,Bachelor,18,Gaming,2024-02-05,5.8,SINGAPORE,Expert (EX),4,Large (L),3,2024,2,2024-02
Data Analyst,118657.0,SE,PT,M,100,Associate,6,Gaming,2024-12-03,8.6,GERMANY,Senior (SE),3,Medium (M),2,2024,12,2024-12
Research Scientist,86457.0,EN,CT,L,100,Bachelor,1,Media,2024-04-05,8.2,ISRAEL,Entry (EN),1,Large (L),3,2024,4,2024-04
AI Research Scientist,52898.0,EN,PT,M,50,PhD,1,Energy,2024-12-15,7.0,FRANCE,Entry (EN),1,Medium (M),2,2024,12,2024-12
Deep Learning Engineer,25159.0,EN,PT,M,50,Master,0,Manufacturing,2024-04-02,5.5,INDIA,Entry (EN),1,Medium (M),2,2024,4,2024-04
AI Research Scientist,67708.0,MI,CT,S,50,Bachelor,4,Transportation,2024-04-19,8.5,IRELAND,Mid (MI),2,Small (S),1,2024,4,2024-04
Machine Learning Engineer,214023.0,EX,FL,L,0,Bachelor,13,Energy,2025-03-28,5.7,DENMARK,Expert (EX),4,Large (L),3,2025,3,2025-03
AI Product Manager,110880.0,SE,CT,M,0,Master,7,Retail,2024-02-15,8.1,SINGAPORE,Senior (SE),3,Medium (M),2,2024,2,2024-02
Data Engineer,49214.0,EN,CT,M,50,PhD,1,Healthcare,2025-01-05,6.9,SOUTH KOREA,Entry (EN),1,Medium (M),2,2025,1,2025-01
Robotics Engineer,65197.0,MI,PT,S,50,Associate,4,Technology,2024-12-04,6.8,SOUTH KOREA,Mid (MI),2,Small (S),1,2024,12,2024-12
AI Consultant,94494.0,MI,PT,S,50,PhD,2,Real Estate,2024-10-10,6.6,AUSTRALIA,Mid (MI),2,Small (S),1,2024,10,2024-10
ML Ops Engineer,93560.0,EN,FL,M,50,Associate,1,Telecommunications,2024-08-20,7.3,SWITZERLAND,Entry (EN),1,Medium (M),2,2024,8,2024-08
Deep Learning Engineer,65918.0,EN,CT,S,50,Master,1,Retail,2024-11-09,6.0,IRELAND,Entry (EN),1,Small (S),1,2024,11,2024-11
AI Product Manager,136380.0,SE,FL,L,100,PhD,6,Consulting,2025-01-28,7.8,AUSTRIA,Senior (SE),3,Large (L),3,2025,1,2025-01
Computer Vision Engineer,58677.0,EN,FL,M,100,Master,1,Gaming,2024-06-04,9.4,FINLAND,Entry (EN),1,Medium (M),2,2024,6,2024-06
AI Specialist,78838.0,MI,FT,M,0,Bachelor,2,Energy,2024-07-26,8.9,ISRAEL,Mid (MI),2,Medium (M),2,2024,7,2024-07
AI Architect,269456.0,EX,CT,M,50,Bachelor,15,Telecommunications,2024-02-10,9.8,NORWAY,Expert (EX),4,Medium (M),2,2024,2,2024-02
AI Research Scientist,134951.0,SE,FL,L,100,Bachelor,9,Automotive,2024-01-28,8.8,SWEDEN,Senior (SE),3,Large (L),3,2024,1,2024-01
AI Specialist,71037.0,EN,PT,S,0,PhD,0,Healthcare,2025-01-27,8.9,IRELAND,Entry (EN),1,Small (S),1,2025,1,2025-01
Deep Learning Engineer,81347.0,EN,FT,M,0,PhD,1,Healthcare,2024-12-11,9.0,SWITZERLAND,Entry (EN),1,Medium (M),2,2024,12,2024-12
Deep Learning Engineer,42928.0,MI,PT,S,0,Bachelor,3,Government,2024-03-02,9.3,CHINA,Mid (MI),2,Small (S),1,2024,3,2024-03
AI Architect,133466.0,SE,PT,L,0,Associate,7,Technology,2024-07-25,5.4,CANADA,Senior (SE),3,Large (L),3,2024,7,2024-07
Robotics Engineer,199990.0,EX,FT,M,100,Associate,10,Education,2024-11-13,5.9,NORWAY,Expert (EX),4,Medium (M),2,2024,11,2024-11
Machine Learning Researcher,146195.0,EX,FT,S,50,Master,17,Healthcare,2024-10-04,6.8,FINLAND,Expert (EX),4,Small (S),1,2024,10,2024-10
NLP Engineer,98140.0,EN,FL,L,100,Master,1,Finance,2024-01-01,6.0,NETHERLANDS,Entry (EN),1,Large (L),3,2024,1,2024-01
Data Analyst,37739.0,EN,PT,L,100,Associate,0,Retail,2024-02-24,9.1,CHINA,Entry (EN),1,Large (L),3,2024,2,2024-02
Deep Learning Engineer,76141.0,MI,CT,S,50,Associate,4,Manufacturing,2024-02-13,9.2,IRELAND,Mid (MI),2,Small (S),1,2024,2,2024-02
Robotics Engineer,168289.0,EX,PT,S,50,Bachelor,15,Transportation,2024-03-11,6.0,UNITED STATES,Expert (EX),4,Small (S),1,2024,3,2024-03
ML Ops Engineer,35309.0,MI,CT,M,0,PhD,4,Government,2025-02-01,5.1,INDIA,Mid (MI),2,Medium (M),2,2025,2,2025-02
Head of AI,252143.0,EX,CT,M,100,Bachelor,13,Automotive,2025-03-08,5.5,NETHERLANDS,Expert (EX),4,Medium (M),2,2025,3,2025-03
Robotics Engineer,61954.0,EN,PT,M,100,Master,1,Education,2024-09-16,9.3,SWEDEN,Entry (EN),1,Medium (M),2,2024,9,2024-09
Deep Learning Engineer,128736.0,SE,FT,S,0,PhD,5,Finance,2024-09-20,6.1,SWEDEN,Senior (SE),3,Small (S),1,2024,9,2024-09
AI Product Manager,90524.0,MI,CT,L,50,Bachelor,3,Consulting,2024-08-02,5.1,GERMANY,Mid (MI),2,Large (L),3,2024,8,2024-08
Machine Learning Researcher,164213.0,EX,FT,M,0,Associate,19,Retail,2024-07-30,7.1,UNITED KINGDOM,Expert (EX),4,Medium (M),2,2024,7,2024-07
Data Analyst,106152.0,MI,FT,L,0,Associate,4,Transportation,2025-04-03,7.2,SINGAPORE,Mid (MI),2,Large (L),3,2025,4,2025-04
Robotics Engineer,101811.0,SE,CT,M,50,Associate,9,Transportation,2024-03-31,8.1,FRANCE,Senior (SE),3,Medium (M),2,2024,3,2024-03
Machine Learning Engineer,130689.0,SE,FT,M,0,Master,8,Manufacturing,2024-04-02,9.8,JAPAN,Senior (SE),3,Medium (M),2,2024,4,2024-04
NLP Engineer,134597.0,EX,FL,S,0,Associate,14,Gaming,2024-03-07,6.2,FINLAND,Expert (EX),4,Small (S),1,2024,3,2024-03
Data Scientist,127982.0,SE,PT,L,50,Bachelor,9,Automotive,2024-04-01,9.3,SOUTH KOREA,Senior (SE),3,Large (L),3,2024,4,2024-04
AI Software Engineer,76846.0,EN,PT,L,100,Master,0,Manufacturing,2024-04-13,5.2,UNITED STATES,Entry (EN),1,Large (L),3,2024,4,2024-04
AI Software Engineer,121507.0,SE,FL,M,100,Associate,7,Telecommunications,2025-02-05,7.4,UNITED STATES,Senior (SE),3,Medium (M),2,2025,2,2025-02
Principal Data Scientist,190021.0,EX,FL,S,100,Associate,15,Transportation,2024-03-23,8.4,NORWAY,Expert (EX),4,Small (S),1,2024,3,2024-03
Robotics Engineer,146680.0,SE,FT,L,50,Master,5,Energy,2024-04-06,9.9,CANADA,Senior (SE),3,Large (L),3,2024,4,2024-04
Autonomous Systems Engineer,82088.0,EN,CT,M,0,PhD,1,Manufacturing,2024-01-11,9.8,UNITED KINGDOM,Entry (EN),1,Medium (M),2,2024,1,2024-01
Computer Vision Engineer,142953.0,SE,CT,L,50,Bachelor,6,Technology,2024-01-16,8.7,IRELAND,Senior (SE),3,Large (L),3,2024,1,2024-01
AI Specialist,178787.0,EX,PT,S,0,PhD,15,Technology,2025-04-27,6.5,ISRAEL,Expert (EX),4,Small (S),1,2025,4,2025-04
Data Engineer,216277.0,EX,PT,M,100,Master,13,Telecommunications,2024-02-23,8.5,AUSTRIA,Expert (EX),4,Medium (M),2,2024,2,2024-02
Data Scientist,94882.0,MI,FT,L,50,PhD,3,Education,2025-01-15,8.3,FINLAND,Mid (MI),2,Large (L),3,2025,1,2025-01
Data Scientist,73031.0,EN,PT,L,50,Associate,1,Education,2024-11-10,8.3,UNITED KINGDOM,Entry (EN),1,Large (L),3,2024,11,2024-11
Data Engineer,126700.0,EX,PT,S,0,Bachelor,17,Manufacturing,2024-05-18,7.0,SWEDEN,Expert (EX),4,Small (S),1,2024,5,2024-05
Head of AI,95630.0,MI,FT,S,100,Master,3,Finance,2024-10-28,7.4,UNITED KINGDOM,Mid (MI),2,Small (S),1,2024,10,2024-10
Deep Learning Engineer,75175.0,EN,CT,S,100,Bachelor,1,Transportation,2025-02-10,5.4,UNITED STATES,Entry (EN),1,Small (S),1,2025,2,2025-02
Machine Learning Engineer,83872.0,MI,PT,L,0,PhD,2,Healthcare,2024-07-17,9.7,ISRAEL,Mid (MI),2,Large (L),3,2024,7,2024-07
Data Scientist,156742.0,SE,FT,L,0,Bachelor,8,Finance,2024-07-07,9.1,ISRAEL,Senior (SE),3,Large (L),3,2024,7,2024-07
Principal Data Scientist,111290.0,SE,FT,M,50,PhD,6,Telecommunications,2025-01-30,6.7,FINLAND,Senior (SE),3,Medium (M),2,2025,1,2025-01
Computer Vision Engineer,83694.0,MI,CT,M,0,Bachelor,3,Media,2025-03-28,7.2,UNITED KINGDOM,Mid (MI),2,Medium (M),2,2025,3,2025-03
Principal Data Scientist,63711.0,EN,FT,M,50,PhD,0,Telecommunications,2024-12-14,6.0,FRANCE,Entry (EN),1,Medium (M),2,2024,12,2024-12
Machine Learning Engineer,108037.0,MI,FL,M,100,Associate,2,Real Estate,2024-03-29,7.7,NETHERLANDS,Mid (MI),2,Medium (M),2,2024,3,2024-03
Machine Learning Engineer,151599.0,SE,FL,M,0,Master,5,Healthcare,2025-04-05,7.1,SINGAPORE,Senior (SE),3,Medium (M),2,2025,4,2025-04
AI Architect,113115.0,MI,CT,L,50,Bachelor,3,Energy,2024-04-18,6.1,NETHERLANDS,Mid (MI),2,Large (L),3,2024,4,2024-04
Head of AI,213162.0,EX,FL,M,0,PhD,18,Real Estate,2024-03-20,9.6,ISRAEL,Expert (EX),4,Medium (M),2,2024,3,2024-03
Deep Learning Engineer,172013.0,EX,CT,L,50,PhD,16,Manufacturing,2024-05-12,8.3,AUSTRALIA,Expert (EX),4,Large (L),3,2024,5,2024-05
NLP Engineer,81655.0,EX,PT,L,0,Bachelor,12,Consulting,2024-12-10,8.6,CHINA,Expert (EX),4,Large (L),3,2024,12,2024-12
NLP Engineer,70576.0,MI,FL,S,100,PhD,2,Energy,2024-07-11,9.2,FRANCE,Mid (MI),2,Small (S),1,2024,7,2024-07
Machine Learning Engineer,27457.0,MI,FL,M,0,Bachelor,4,Education,2025-04-15,6.0,INDIA,Mid (MI),2,Medium (M),2,2025,4,2025-04
AI Product Manager,115606.0,SE,CT,M,100,Associate,9,Retail,2024-11-21,8.3,SINGAPORE,Senior (SE),3,Medium (M),2,2024,11,2024-11
ML Ops Engineer,85378.0,EN,PT,L,100,Associate,1,Government,2024-07-09,6.6,AUSTRIA,Entry (EN),1,Large (L),3,2024,7,2024-07
AI Specialist,305455.0,EX,PT,M,0,Master,16,Healthcare,2024-03-29,5.2,SWITZERLAND,Expert (EX),4,Medium (M),2,2024,3,2024-03
Robotics Engineer,115424.0,MI,FT,L,0,Bachelor,4,Finance,2024-02-23,6.3,FINLAND,Mid (MI),2,Large (L),3,2024,2,2024-02
AI Consultant,73524.0,EN,FL,S,0,Bachelor,0,Government,2024-03-05,6.1,UNITED STATES,Entry (EN),1,Small (S),1,2024,3,2024-03
AI Research Scientist,164239.0,EX,FT,M,50,Bachelor,17,Telecommunications,2024-01-09,9.4,GERMANY,Expert (EX),4,Medium (M),2,2024,1,2024-01
Head of AI,187030.0,EX,FT,S,50,PhD,17,Retail,2025-01-28,8.7,SOUTH KOREA,Expert (EX),4,Small (S),1,2025,1,2025-01
Principal Data Scientist,201791.0,EX,CT,S,50,Bachelor,12,Automotive,2024-04-06,9.7,AUSTRALIA,Expert (EX),4,Small (S),1,2024,4,2024-04
AI Product Manager,189693.0,EX,FT,M,0,Associate,13,Technology,2024-06-30,7.2,NORWAY,Expert (EX),4,Medium (M),2,2024,6,2024-06
Data Engineer,65796.0,EN,PT,L,0,Associate,1,Real Estate,2025-03-29,9.1,AUSTRIA,Entry (EN),1,Large (L),3,2025,3,2025-03
Principal Data Scientist,50207.0,EN,FT,S,50,PhD,0,Gaming,2024-04-03,8.8,FRANCE,Entry (EN),1,Small (S),1,2024,4,2024-04
Data Scientist,90924.0,MI,CT,M,0,Bachelor,3,Technology,2024-05-01,5.2,GERMANY,Mid (MI),2,Medium (M),2,2024,5,2024-05
Autonomous Systems Engineer,66161.0,MI,FT,S,100,Associate,4,Education,2024-07-08,5.0,CANADA,Mid (MI),2,Small (S),1,2024,7,2024-07
Data Engineer,166384.0,EX,CT,L,100,Bachelor,18,Technology,2024-03-24,9.5,AUSTRALIA,Expert (EX),4,Large (L),3,2024,3,2024-03
Autonomous Systems Engineer,124008.0,SE,FL,M,50,Master,6,Technology,2024-11-25,8.6,UNITED STATES,Senior (SE),3,Medium (M),2,2024,11,2024-11
AI Software Engineer,83812.0,MI,CT,M,0,PhD,2,Gaming,2024-06-28,6.0,IRELAND,Mid (MI),2,Medium (M),2,2024,6,2024-06
Computer Vision Engineer,142427.0,SE,PT,S,100,Bachelor,5,Automotive,2024-12-12,5.8,SINGAPORE,Senior (SE),3,Small (S),1,2024,12,2024-12
AI Consultant,186900.0,SE,PT,M,100,Bachelor,5,Retail,2024-08-17,7.9,DENMARK,Senior (SE),3,Medium (M),2,2024,8,2024-08
AI Specialist,129050.0,SE,CT,M,0,PhD,9,Healthcare,2025-04-18,9.8,CANADA,Senior (SE),3,Medium (M),2,2025,4,2025-04
Machine Learning Engineer,274462.0,EX,PT,S,100,Bachelor,14,Energy,2025-03-17,6.4,SWITZERLAND,Expert (EX),4,Small (S),1,2025,3,2025-03
AI Product Manager,62465.0,EN,CT,M,50,PhD,0,Telecommunications,2024-12-07,7.6,JAPAN,Entry (EN),1,Medium (M),2,2024,12,2024-12
Principal Data Scientist,73182.0,MI,PT,M,100,Associate,2,Retail,2025-03-25,7.7,ISRAEL,Mid (MI),2,Medium (M),2,2025,3,2025-03
Deep Learning Engineer,184437.0,EX,FL,S,50,PhD,17,Consulting,2024-07-07,5.4,UNITED KINGDOM,Expert (EX),4,Small (S),1,2024,7,2024-07
Robotics Engineer,94373.0,MI,FT,M,100,Bachelor,2,Healthcare,2024-06-26,8.6,UNITED KINGDOM,Mid (MI),2,Medium (M),2,2024,6,2024-06
Autonomous Systems Engineer,222341.0,EX,PT,M,100,Bachelor,16,Media,2025-01-15,7.3,AUSTRIA,Expert (EX),4,Medium (M),2,2025,1,2025-01
Deep Learning Engineer,54047.0,EN,PT,M,0,Bachelor,0,Government,2024-10-26,5.6,CANADA,Entry (EN),1,Medium (M),2,2024,10,2024-10
NLP Engineer,127771.0,SE,CT,S,50,Associate,9,Education,2024-07-06,9.1,DENMARK,Senior (SE),3,Small (S),1,2024,7,2024-07
AI Specialist,93985.0,MI,CT,M,50,PhD,3,Gaming,2024-02-18,7.2,FRANCE,Mid (MI),2,Medium (M),2,2024,2,2024-02
ML Ops Engineer,66798.0,MI,PT,S,0,Associate,4,Technology,2024-06-03,5.5,GERMANY,Mid (MI),2,Small (S),1,2024,6,2024-06
Machine Learning Engineer,155058.0,SE,FL,L,100,PhD,7,Gaming,2025-03-15,5.5,SWEDEN,Senior (SE),3,Large (L),3,2025,3,2025-03
ML Ops Engineer,280160.0,EX,PT,L,0,PhD,15,Manufacturing,2024-10-02,5.6,JAPAN,Expert (EX),4,Large (L),3,2024,10,2024-10
Autonomous Systems Engineer,77244.0,MI,FL,S,50,Associate,4,Manufacturing,2024-01-19,8.2,FRANCE,Mid (MI),2,Small (S),1,2024,1,2024-01
Autonomous Systems Engineer,216834.0,EX,FL,M,100,PhD,11,Manufacturing,2025-04-20,6.6,ISRAEL,Expert (EX),4,Medium (M),2,2025,4,2025-04
AI Product Manager,110485.0,MI,FT,L,50,Master,2,Transportation,2024-06-16,8.6,UNITED STATES,Mid (MI),2,Large (L),3,2024,6,2024-06
Computer Vision Engineer,43499.0,SE,FT,S,50,Bachelor,7,Media,2025-03-24,5.1,CHINA,Senior (SE),3,Small (S),1,2025,3,2025-03
Computer Vision Engineer,266981.0,EX,PT,L,0,Bachelor,13,Telecommunications,2024-10-06,9.5,UNITED KINGDOM,Expert (EX),4,Large (L),3,2024,10,2024-10
Machine Learning Researcher,126042.0,SE,FT,M,50,Associate,8,Automotive,2024-08-28,7.2,FINLAND,Senior (SE),3,Medium (M),2,2024,8,2024-08
AI Specialist,173706.0,EX,FL,S,50,Master,10,Media,2025-01-20,8.8,CANADA,Expert (EX),4,Small (S),1,2025,1,2025-01
AI Architect,75161.0,EN,FT,M,0,Associate,0,Real Estate,2025-02-10,5.6,AUSTRALIA,Entry (EN),1,Medium (M),2,2025,2,2025-02
Autonomous Systems Engineer,115030.0,SE,FT,M,50,Associate,7,Media,2024-09-07,7.8,ISRAEL,Senior (SE),3,Medium (M),2,2024,9,2024-09
AI Product Manager,151796.0,SE,FT,M,0,PhD,8,Real Estate,2025-03-24,6.3,AUSTRALIA,Senior (SE),3,Medium (M),2,2025,3,2025-03
AI Research Scientist,59337.0,SE,FL,M,100,Master,8,Government,2024-12-23,9.7,CHINA,Senior (SE),3,Medium (M),2,2024,12,2024-12
Robotics Engineer,84211.0,EN,PT,L,100,Bachelor,0,Real Estate,2025-03-13,9.8,SWITZERLAND,Entry (EN),1,Large (L),3,2025,3,2025-03
Data Analyst,121798.0,SE,PT,S,50,Associate,5,Media,2025-04-13,9.9,CANADA,Senior (SE),3,Small (S),1,2025,4,2025-04
Principal Data Scientist,198790.0,EX,PT,M,50,Associate,11,Government,2024-08-12,7.2,ISRAEL,Expert (EX),4,Medium (M),2,2024,8,2024-08
Data Engineer,80590.0,EN,CT,L,0,Bachelor,1,Gaming,2024-10-07,8.8,NORWAY,Entry (EN),1,Large (L),3,2024,10,2024-10
Principal Data Scientist,158320.0,EX,CT,M,50,Associate,19,Automotive,2024-01-26,5.4,GERMANY,Expert (EX),4,Medium (M),2,2024,1,2024-01
AI Software Engineer,28067.0,MI,CT,S,0,Master,3,Real Estate,2024-12-31,8.1,INDIA,Mid (MI),2,Small (S),1,2024,12,2024-12
Machine Learning Researcher,221734.0,EX,FL,M,100,Bachelor,12,Media,2024-11-12,8.2,FRANCE,Expert (EX),4,Medium (M),2,2024,11,2024-11
Research Scientist,66023.0,EN,CT,L,100,Master,1,Energy,2024-06-22,6.0,SOUTH KOREA,Entry (EN),1,Large (L),3,2024,6,2024-06
Machine Learning Engineer,79053.0,MI,PT,M,100,Master,4,Finance,2024-01-26,7.5,AUSTRIA,Mid (MI),2,Medium (M),2,2024,1,2024-01
AI Specialist,90414.0,SE,CT,M,100,Master,9,Healthcare,2024-07-03,7.4,SOUTH KOREA,Senior (SE),3,Medium (M),2,2024,7,2024-07
Head of AI,44966.0,EN,CT,S,0,Bachelor,1,Healthcare,2024-06-16,7.6,FRANCE,Entry (EN),1,Small (S),1,2024,6,2024-06
Principal Data Scientist,135292.0,SE,FL,M,100,Bachelor,6,Transportation,2024-06-25,9.2,UNITED STATES,Senior (SE),3,Medium (M),2,2024,6,2024-06
Principal Data Scientist,224798.0,EX,PT,M,0,PhD,19,Media,2024-12-04,6.9,FRANCE,Expert (EX),4,Medium (M),2,2024,12,2024-12
Deep Learning Engineer,169956.0,EX,FT,S,100,Bachelor,10,Gaming,2025-01-26,6.9,AUSTRALIA,Expert (EX),4,Small (S),1,2025,1,2025-01
Data Scientist,218143.0,EX,FT,L,0,Master,19,Energy,2024-05-10,5.6,SINGAPORE,Expert (EX),4,Large (L),3,2024,5,2024-05
AI Research Scientist,123186.0,SE,PT,S,0,Bachelor,5,Consulting,2024-10-14,8.0,GERMANY,Senior (SE),3,Small (S),1,2024,10,2024-10
Robotics Engineer,69645.0,MI,FT,S,100,PhD,2,Automotive,2024-09-09,8.9,CANADA,Mid (MI),2,Small (S),1,2024,9,2024-09
Head of AI,157091.0,EX,PT,L,0,PhD,16,Telecommunications,2024-12-21,9.3,AUSTRIA,Expert (EX),4,Large (L),3,2024,12,2024-12
AI Specialist,90830.0,MI,CT,L,50,Associate,4,Retail,2025-03-29,9.2,GERMANY,Mid (MI),2,Large (L),3,2025,3,2025-03
Deep Learning Engineer,249590.0,EX,PT,M,0,PhD,17,Transportation,2025-03-10,6.1,NETHERLANDS,Expert (EX),4,Medium (M),2,2025,3,2025-03
Computer Vision Engineer,123791.0,SE,PT,M,0,Bachelor,7,Finance,2024-06-17,7.0,ISRAEL,Senior (SE),3,Medium (M),2,2024,6,2024-06
Head of AI,117223.0,SE,PT,S,100,Bachelor,5,Education,2024-10-17,9.4,FINLAND,Senior (SE),3,Small (S),1,2024,10,2024-10
NLP Engineer,27366.0,MI,CT,S,100,PhD,3,Energy,2024-06-04,6.5,INDIA,Mid (MI),2,Small (S),1,2024,6,2024-06
Machine Learning Researcher,182032.0,EX,CT,L,0,Master,13,Consulting,2024-07-27,8.9,AUSTRIA,Expert (EX),4,Large (L),3,2024,7,2024-07
Data Analyst,31017.0,MI,FT,L,0,Master,2,Gaming,2024-09-14,5.8,INDIA,Mid (MI),2,Large (L),3,2024,9,2024-09
Head of AI,148948.0,EX,CT,S,100,PhD,16,Technology,2024-06-21,7.5,FINLAND,Expert (EX),4,Small (S),1,2024,6,2024-06
Data Engineer,126217.0,MI,CT,L,50,Bachelor,3,Energy,2024-10-30,8.9,SWITZERLAND,Mid (MI),2,Large (L),3,2024,10,2024-10
AI Research Scientist,85615.0,MI,PT,M,100,Master,3,Gaming,2024-10-17,9.4,FRANCE,Mid (MI),2,Medium (M),2,2024,10,2024-10
Deep Learning Engineer,224102.0,EX,CT,M,100,Bachelor,17,Government,2024-04-24,10.0,SWEDEN,Expert (EX),4,Medium (M),2,2024,4,2024-04
Autonomous Systems Engineer,67594.0,EN,PT,M,0,Associate,1,Retail,2024-11-03,9.8,GERMANY,Entry (EN),1,Medium (M),2,2024,11,2024-11
Autonomous Systems Engineer,172931.0,EX,CT,S,100,Bachelor,19,Real Estate,2024-08-15,5.9,GERMANY,Expert (EX),4,Small (S),1,2024,8,2024-08
AI Research Scientist,109233.0,SE,FT,S,50,PhD,9,Healthcare,2024-07-02,5.7,SINGAPORE,Senior (SE),3,Small (S),1,2024,7,2024-07
AI Architect,240499.0,EX,FT,L,100,Associate,18,Media,2025-04-28,7.4,SINGAPORE,Expert (EX),4,Large (L),3,2025,4,2025-04
Autonomous Systems Engineer,92133.0,EN,PT,M,100,PhD,1,Education,2025-03-09,7.5,DENMARK,Entry (EN),1,Medium (M),2,2025,3,2025-03
Machine Learning Researcher,76049.0,EX,PT,M,50,Bachelor,12,Telecommunications,2024-01-07,5.8,INDIA,Expert (EX),4,Medium (M),2,2024,1,2024-01
Machine Learning Researcher,272882.0,EX,CT,L,50,PhD,19,Transportation,2025-01-29,6.3,AUSTRALIA,Expert (EX),4,Large (L),3,2025,1,2025-01
AI Specialist,60278.0,MI,CT,S,100,Associate,2,Manufacturing,2024-08-11,9.2,SOUTH KOREA,Mid (MI),2,Small (S),1,2024,8,2024-08
AI Product Manager,232998.0,EX,FT,L,50,Associate,17,Government,2024-08-14,6.5,NORWAY,Expert (EX),4,Large (L),3,2024,8,2024-08
AI Software Engineer,125478.0,SE,CT,S,100,Master,9,Consulting,2025-03-23,6.9,SINGAPORE,Senior (SE),3,Small (S),1,2025,3,2025-03
AI Consultant,80666.0,MI,PT,S,100,Associate,3,Healthcare,2024-03-24,7.3,NETHERLANDS,Mid (MI),2,Small (S),1,2024,3,2024-03
AI Software Engineer,130187.0,MI,CT,L,50,Associate,4,Consulting,2024-11-19,5.3,SWITZERLAND,Mid (MI),2,Large (L),3,2024,11,2024-11
Data Analyst,112669.0,MI,FT,L,50,Associate,4,Gaming,2025-01-02,8.8,FINLAND,Mid (MI),2,Large (L),3,2025,1,2025-01
AI Research Scientist,117310.0,MI,FT,L,100,PhD,2,Technology,2024-11-27,7.0,CANADA,Mid (MI),2,Large (L),3,2024,11,2024-11
Autonomous Systems Engineer,104436.0,EN,FL,L,100,Master,1,Consulting,2024-11-09,9.8,UNITED STATES,Entry (EN),1,Large (L),3,2024,11,2024-11
Robotics Engineer,151858.0,SE,FT,L,50,Master,7,Education,2024-09-25,8.0,DENMARK,Senior (SE),3,Large (L),3,2024,9,2024-09
AI Software Engineer,300122.0,EX,FL,L,100,Bachelor,11,Manufacturing,2025-04-12,8.4,UNITED STATES,Expert (EX),4,Large (L),3,2025,4,2025-04
Research Scientist,123704.0,MI,PT,M,100,PhD,4,Energy,2024-05-11,5.6,UNITED STATES,Mid (MI),2,Medium (M),2,2024,5,2024-05
NLP Engineer,123407.0,SE,PT,M,100,Bachelor,7,Energy,2024-11-04,5.9,CANADA,Senior (SE),3,Medium (M),2,2024,11,2024-11
AI Research Scientist,113350.0,SE,PT,S,100,Bachelor,8,Real Estate,2025-03-23,7.3,SINGAPORE,Senior (SE),3,Small (S),1,2025,3,2025-03
Principal Data Scientist,240944.0,EX,CT,M,50,PhD,17,Education,2025-03-05,6.5,JAPAN,Expert (EX),4,Medium (M),2,2025,3,2025-03
Autonomous Systems Engineer,56468.0,MI,FT,L,100,Master,2,Media,2024-09-06,9.1,CHINA,Mid (MI),2,Large (L),3,2024,9,2024-09
AI Specialist,23467.0,EN,FL,S,0,Bachelor,1,Education,2025-03-22,8.7,INDIA,Entry (EN),1,Small (S),1,2025,3,2025-03
